| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:31:23:31:50               | BaseKeyedPooledObjectFactory                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:31:23:31:50               | BaseObject                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseObject.java:24:23:24:32                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:112:9:112:45      | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | assertEquals                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:112:25:112:44     | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | getNumActive0                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:113:9:113:43      | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | assertEquals                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:113:25:113:42     | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | getNumIdle0                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:115:9:115:21      | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | clear0                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:117:9:117:45      | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | assertEquals                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:117:25:117:44     | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | getNumActive0                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:118:9:118:43      | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | assertEquals                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:118:25:118:42     | testPassThroughMethods01                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:106:17:106:40     | getNumIdle0                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:123:9:123:20      | testPassThroughMethods02                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:122:17:122:40     | close                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:124:9:124:77      | testPassThroughMethods02                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:122:17:122:40     | assertThrows                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:124:51:124:76     | testPassThroughMethods02                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:122:17:122:40     |                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:124:51:124:76       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:124:57:124:76     | execute                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:124:51:124:76     | addObject                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:129:32:129:54     | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | borrowObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:138:34:138:59     | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | toString                                    | file:///modules/java.base/java/lang/StringBuffer.class:0:0:0:0                                                                                                                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:138:34:138:48     | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | getBuffer                                   | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:130:9:130:26      | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | assertNotNull                               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:132:9:132:26      | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | setData                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:35:14:35:20         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:134:9:134:70      | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | sleep                                       | file:///modules/java.base/java/lang/Thread.class:0:0:0:0                                                                                                                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:134:22:134:69     | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | toMillis                                    | file:///modules/java.base/java/time/Duration.class:0:0:0:0                                                                                                                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:134:22:134:58     | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | plusSeconds                                 | file:///modules/java.base/java/time/Duration.class:0:0:0:0                                                                                                                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:136:9:136:31      | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | borrowObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:140:9:140:63      | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | assertTrue                                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:140:20:140:62     | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | contains                                    | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:141:9:141:78      | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | assertTrue                                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:141:20:141:77     | testUsageTracking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:128:17:128:33     | contains                                    | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:55:60:55:80            | <clinit>                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:30:23:30:47            | ofSeconds                                   | file:///modules/java.base/java/time/Duration.class:0:0:0:0                                                                                                                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:30:23:30:47            | BaseTestProxiedObjectPool                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:30:23:30:47            | Object                                      | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:38:26:38:39            | TestObjectImpl                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:38:26:38:39            | Object                                      | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:65:32:65:50            | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            | borrowObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:66:9:66:26             | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            | assertNotNull                               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:68:9:68:26             | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            | setData                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:35:14:35:20              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:69:9:69:42             | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            | assertEquals                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:69:29:69:41            | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            | getData                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:33:16:33:22              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:71:9:71:35             | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            | invalidateObject0                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:73:9:73:26             | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            | assertNotNull                               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:75:9:75:63             | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            | assertThrows                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:75:51:75:62            | testAccessAfterInvalidate                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:64:17:64:41            |                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:75:51:75:62              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:75:51:75:62            | execute                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:75:51:75:62            | getData                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:33:16:33:22              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:80:32:80:50            | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            | borrowObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:81:9:81:26             | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            | assertNotNull                               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:83:9:83:26             | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            | setData                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:35:14:35:20              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:84:9:84:42             | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            | assertEquals                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:84:29:84:41            | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            | getData                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:33:16:33:22              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:86:9:86:30             | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            | returnObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:88:9:88:26             | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            | assertNotNull                               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:90:9:90:63             | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            | assertThrows                                | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:90:51:90:62            | testAccessAfterReturn                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:79:17:79:37            |                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:90:51:90:62              |
