| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:68:16:68:32               | wrap                            |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:68:21:68:31               | wrap(V)                                                      | makeObject                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:67:28:67:37               | BaseKeyedPooledObjectFactory               | wrap                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:102:37:102:40       | BaseKeyedPooledObjectFactory                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:114:21:114:35                       | getRawType                        |    0 |      | getRawType()                        | getParameterizedType                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:109:42:109:61                       | PoolImplUtils                              | getRawType                        | file:///modules/java.base/java/lang/reflect/ParameterizedType.class:0:0:0:0                                                                                                  | ParameterizedType                           |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:115:61:115:75                       | getRawType                        |    0 |      | getRawType()                        | getParameterizedType                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:109:42:109:61                       | PoolImplUtils                              | getRawType                        | file:///modules/java.base/java/lang/reflect/ParameterizedType.class:0:0:0:0                                                                                                  | ParameterizedType                           |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:137:39:137:63                       | getTypeParameters                 |    0 |      | getTypeParameters()                 | getTypeParameter                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:133:27:133:42                       | PoolImplUtils                              | getTypeParameters                 | file:///modules/java.base/java/lang/Class.class:0:0:0:0                                                                                                                      | Class<?>                                    |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:147:34:147:51                       | isNegative                        |    0 |      | isNegative()                        | isPositive                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:146:20:146:29                       | PoolImplUtils                              | isNegative                        | file:///modules/java.base/java/time/Duration.class:0:0:0:0                                                                                                                   | Duration                                    |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:147:57:147:70                       | isZero                            |    0 |      | isZero()                            | isPositive                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:146:20:146:29                       | PoolImplUtils                              | isZero                            | file:///modules/java.base/java/time/Duration.class:0:0:0:0                                                                                                                   | Duration                                    |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:199:52:199:70                       | toString                          |    0 |      | toString()                          | toChronoUnit                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PoolImplUtils.java:182:23:182:34                       | PoolImplUtils                              | toString                          | file:///modules/java.base/java/lang/Enum.class:0:0:0:0                                                                                                                       | Enum<TimeUnit>                              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:53:16:53:30                   | get                               |    0 |      | get()                               | getObject                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:52:14:52:22                   | PooledSoftReference                        | get                               | file:///modules/java.base/java/lang/ref/SoftReference.class:0:0:0:0                                                                                                          | SoftReference<T>                            |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:84:23:84:44                   | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:81:19:81:26                   | PooledSoftReference                        | toString                          | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                     | Object                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:84:23:84:33                   | getObject                         |    0 |      | getObject()                         | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:81:19:81:26                   | PooledSoftReference                        | getObject                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:52:14:52:22                 | PooledSoftReference                         |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:87:27:87:47                   | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:81:19:81:26                   | PooledSoftReference                        | toString                          | file:///modules/java.base/java/lang/Enum.class:0:0:0:0                                                                                                                       | Enum<PooledObjectState>                     |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:87:27:87:36                   | getState                          |    0 |      | getState()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:81:19:81:26                   | PooledSoftReference                        | getState                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/impl/DefaultPooledObject.class:0:0:0:0                   | DefaultPooledObject<T>                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:89:16:89:32                   | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/PooledSoftReference.java:81:19:81:26                   | PooledSoftReference                        | toString                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                              | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:46:31:46:47              | getClassContext                   |    0 |      | getClassContext()                   | getCallStack                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:44:47:44:58              | PrivateSecurityManager                     | getClassContext                   | file:///modules/java.base/java/lang/SecurityManager.class:0:0:0:0                                                                                                            | SecurityManager                             |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:47:32:47:50              | toList                            |    0 |      | toList()                            | getCallStack                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:44:47:44:58              | PrivateSecurityManager                     | toList                            | file:///modules/java.base/java/util/stream/Collectors.class:0:0:0:0                                                                                                          | Collectors                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:53:46:53:71              | currentTimeMillis                 |    0 |      | currentTimeMillis()                 | <obinit>                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:52:26:52:33              | Snapshot                                   | currentTimeMillis                 | file:///modules/java.base/java/lang/System.class:0:0:0:0                                                                                                                     | System                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:61:17:61:24              | <obinit>                          |    0 |      | <obinit>()                          | Snapshot                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:61:17:61:24              | Snapshot                                   | <obinit>                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:52:26:52:33            | Snapshot                                    |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/ThrowableCallStack.java:36:46:36:71                    | currentTimeMillis                 |    0 |      | currentTimeMillis()                 | <obinit>                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/ThrowableCallStack.java:34:26:34:33                    | Snapshot                                   | currentTimeMillis                 | file:///modules/java.base/java/lang/System.class:0:0:0:0                                                                                                                     | System                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/ThrowableCallStack.java:34:26:34:33                    | <obinit>                          |    0 |      | <obinit>()                          | Snapshot                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/ThrowableCallStack.java:34:26:34:33                    | Snapshot                                   | <obinit>                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/ThrowableCallStack.java:34:26:34:33                  | Snapshot                                    |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:68:26:68:42                     | getPooledObject                   |    0 |      | getPooledObject()                   | doInvoke                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:66:12:66:19                     | BaseProxyHandler                           | getPooledObject                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:80:7:80:21                    | BaseProxyHandler                            |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:67:9:67:31                      | validateProxiedObject             |    0 |      | validateProxiedObject()             | doInvoke                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:66:12:66:19                     | BaseProxyHandler                           | validateProxiedObject             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:104:10:104:30                 | BaseProxyHandler                            |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:90:24:90:43                     | getName                           |    0 |      | getName()                           | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:88:19:88:26                     | BaseProxyHandler                           | getName                           | file:///modules/java.base/java/lang/Class.class:0:0:0:0                                                                                                                      | Class<? extends BaseProxyHandler<>>         |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:90:24:90:33                     | getClass                          |    0 |      | getClass()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:88:19:88:26                     | BaseProxyHandler                           | getClass                          | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                     | Object                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:96:16:96:33                     | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:88:19:88:26                     | BaseProxyHandler                           | toString                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                              | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:46:16:46:33                     | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:41:19:41:26                     | CglibProxySource                           | toString                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                              | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:60:16:60:86                       | disableProxy                      |    0 |      | disableProxy()                      | resolveProxy                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:59:14:59:25                       | JdkProxySource                             | disableProxy                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/proxy/BaseProxyHandler.class:0:0:0:0                     | BaseProxyHandler<T>                         |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:74:16:74:33                       | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:67:19:67:26                       | JdkProxySource                             | toString                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                              | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:69:9:69:20                | clear                             |    0 |      | clear()                             | clear                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:68:17:68:21               | ProxiedKeyedObjectPool                     | clear                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                            | KeyedObjectPool<K,V>                        |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:79:9:79:20                | close                             |    0 |      | close()                             | close                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:78:17:78:21               | ProxiedKeyedObjectPool                     | close                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                            | KeyedObjectPool<K,V>                        |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:84:16:84:34               | getNumActive                      |    0 |      | getNumActive()                      | getNumActive                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:83:16:83:27               | ProxiedKeyedObjectPool                     | getNumActive                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                            | KeyedObjectPool<K,V>                        |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:94:16:94:32               | getNumIdle                        |    0 |      | getNumIdle()                        | getNumIdle                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:93:16:93:25               | ProxiedKeyedObjectPool                     | getNumIdle                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                            | KeyedObjectPool<K,V>                        |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:123:16:123:33             | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:116:19:116:26             | ProxiedKeyedObjectPool                     | toString                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                              | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:50:9:50:24                     | addObject                         |    0 |      | addObject()                         | addObject                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:49:17:49:25                    | ProxiedObjectPool                          | addObject                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                 | ObjectPool<T>                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:60:40:60:58                    | borrowObject                      |    0 |      | borrowObject()                      | borrowObject                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:55:14:55:25                    | ProxiedObjectPool                          | borrowObject                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                 | ObjectPool<T>                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:65:9:65:20                     | clear                             |    0 |      | clear()                             | clear                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:64:17:64:21                    | ProxiedObjectPool                          | clear                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                 | ObjectPool<T>                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:70:9:70:20                     | close                             |    0 |      | close()                             | close                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:69:17:69:21                    | ProxiedObjectPool                          | close                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                 | ObjectPool<T>                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:75:16:75:34                    | getNumActive                      |    0 |      | getNumActive()                      | getNumActive                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:74:16:74:27                    | ProxiedObjectPool                          | getNumActive                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                 | ObjectPool<T>                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:80:16:80:32                    | getNumIdle                        |    0 |      | getNumIdle()                        | getNumIdle                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:79:16:79:25                    | ProxiedObjectPool                          | getNumIdle                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                 | ObjectPool<T>                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:104:16:104:33                  | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:97:19:97:26                    | ProxiedObjectPool                          | toString                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                              | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:43:27:43:49                                 | emptyList                         |    0 |      | emptyList()                         | MethodCall                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:35:12:35:21                                 | MethodCall                                 | emptyList                         | file:///modules/java.base/java/util/Collections.class:0:0:0:0                                                                                                                | Collections                                 |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:60:26:60:35                                 | getClass                          |    0 |      | getClass()                          | equals                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:56:20:56:25                                 | MethodCall                                 | getClass                          | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                     | Object                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:60:40:60:51                                 | getClass                          |    0 |      | getClass()                          | equals                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:56:20:56:25                                 | MethodCall                                 | getClass                          | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                     | Object                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:90:33:90:47                                 | hashCode                          |    0 |      | hashCode()                          | hashCode                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:88:16:88:23                                 | MethodCall                                 | hashCode                          | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                     | String                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:91:50:91:66                                 | hashCode                          |    0 |      | hashCode()                          | hashCode                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:88:16:88:23                                 | MethodCall                                 | hashCode                          | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                       | List<Object>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:92:52:92:70                                 | hashCode                          |    0 |      | hashCode()                          | hashCode                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:88:16:88:23                                 | MethodCall                                 | hashCode                          | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                     | Object                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:110:14:110:29                               | isEmpty                           |    0 |      | isEmpty()                           | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:106:19:106:26                               | MethodCall                                 | isEmpty                           | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                       | List<Object>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:117:16:117:28                               | toString                          |    0 |      | toString()                          | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCall.java:106:19:106:26                               | MethodCall                                 | toString                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                              | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCallPoolableObjectFactory.java:28:14:28:44            | <obinit>                          |    0 |      | <obinit>()                          | MethodCallPoolableObjectFactory             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCallPoolableObjectFactory.java:28:14:28:44            | MethodCallPoolableObjectFactory            | <obinit>                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCallPoolableObjectFactory.java:28:14:28:44          | MethodCallPoolableObjectFactory             |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCallPoolableObjectFactory.java:39:58:39:72            | getObject                         |    0 |      | getObject()                         | activateObject                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCallPoolableObjectFactory.java:38:17:38:30            | MethodCallPoolableObjectFactory            | getObject                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/PooledObject.class:0:0:0:0                               | PooledObject<Object>                        |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCallPoolableObjectFactory.java:46:57:46:71            | getObject                         |    0 |      | getObject()                         | destroyObject                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/MethodCallPoolableObjectFactory.java:45:17:45:29            | MethodCallPoolableObjectFactory            | getObject                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/PooledObject.class:0:0:0:0                               | PooledObject<Object>                        |
