| import LCPForDelta                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/LCPForDelta_ESTest.java:11:1:11:42                                                   |
| import IntegratedVariableByte                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntCompressorTest.java:17:1:17:72                                              |
| import IntegratedVariableByte                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedComposition_ESTest.java:15:1:15:72                      |
| import IntegratedVariableByte                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedIntCompressor_ESTest.java:13:1:13:72                    |
| import IntegratedVariableByte                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedVariableByte_ESTest.java:14:1:14:72                     |
| import IntegratedVariableByte                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/SkippableIntegratedComposition_ESTest.java:13:1:13:72             |
| import SkippableIntegratedComposition              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/BenchmarkSkippable.java:28:1:28:80                              |
| import SkippableIntegratedComposition              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntCompressorTest.java:18:1:18:80                                              |
| import SkippableIntegratedComposition              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedIntCompressor_ESTest.java:14:1:14:80                    |
| import SkippableIntegratedComposition              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/SkippableIntegratedComposition_ESTest.java:14:1:14:80             |
| import XorBinaryPacking                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:37:1:37:66                                       |
| import XorBinaryPacking                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/BenchmarkOffsettedSeries.java:21:1:21:66                        |
| import XorBinaryPacking                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BasicTest.java:18:1:18:66                                                      |
| import XorBinaryPacking                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/XorBinaryPackingTest.java:12:1:12:66                                           |
| import XorBinaryPacking                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedComposition_ESTest.java:16:1:16:66                      |
| import XorBinaryPacking                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/XorBinaryPacking_ESTest.java:12:1:12:66                           |
| import ClusteredDataGenerator                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:38:1:38:65                                       |
| import ClusteredDataGenerator                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/BenchmarkSkippable.java:30:1:30:65                              |
| import ClusteredDataGenerator                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BasicTest.java:19:1:19:65                                                      |
| import ClusteredDataGenerator                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/ClusteredDataGenerator_ESTest.java:11:1:11:65                            |
| import ClusteredDataGenerator                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/synth/LongClusteredDataGenerator.java:9:1:9:65                                    |
| import UniformDataGenerator                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/UniformDataGenerator_ESTest.java:11:1:11:63                              |
| import UniformDataGenerator                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/synth/LongUniformDataGenerator.java:16:1:16:63                                    |
| import LongCODEC                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongComposition_ESTest.java:15:1:15:43                                            |
| import LongAs2IntsCodec                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongAs2IntsCodec_ESTest.java:13:1:13:50                                           |
| import LongAs2IntsCodec                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongComposition_ESTest.java:14:1:14:50                                            |
| import LongComposition                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongComposition_ESTest.java:16:1:16:49                                            |
| import LongJustCopy                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongJustCopy_ESTest.java:12:1:12:46                                               |
| import LongJustCopy                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/SkippableLongComposition_ESTest.java:12:1:12:46                                   |
| import SkippableLongCODEC                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/SkippableLongComposition_ESTest.java:14:1:14:52                                   |
| import LongUtil                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongUtil_ESTest.java:10:1:10:42                                                   |
| import LongVariableByte                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongComposition_ESTest.java:17:1:17:50                                            |
| import LongVariableByte                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongVariableByte_ESTest.java:13:1:13:50                                           |
| import LongVariableByte                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/SkippableLongComposition_ESTest.java:13:1:13:50                                   |
| import RoaringIntPacking                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/RoaringIntPacking_ESTest.java:11:1:11:51                                          |
| import SkippableLongComposition                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/SkippableLongComposition_ESTest.java:15:1:15:58                                   |
| import LongDelta                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongBasicTest.java:20:1:20:56                                                     |
| import LongDelta                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/differential/LongDelta_ESTest.java:11:1:11:56                                     |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/LCPForDelta_ESTest_scaffolding.java:15:1:15:56                                       |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDeltaUnpack128WIthIntBuffer_ESTest_scaffolding.java:15:1:15:56                   |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDeltaUnpack128_ESTest_scaffolding.java:15:1:15:56                                |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDelta_ESTest_scaffolding.java:15:1:15:56                                         |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16WithHardCodes_ESTest_scaffolding.java:15:1:15:56                             |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16_ESTest_scaffolding.java:15:1:15:56                                          |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BinaryPacking_ESTest_scaffolding.java:15:1:15:56                               |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BitPacking_ESTest_scaffolding.java:15:1:15:56                                  |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Composition_ESTest_scaffolding.java:15:1:15:56                                 |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagBinaryPacking_ESTest_scaffolding.java:15:1:15:56                    |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagEncoding_ESTest_scaffolding.java:15:1:15:56                         |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagVariableByte_ESTest_scaffolding.java:15:1:15:56                     |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR128_ESTest_scaffolding.java:15:1:15:56                                 |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR_ESTest_scaffolding.java:15:1:15:56                                    |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntCompressor_ESTest_scaffolding.java:15:1:15:56                               |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntWrapper_ESTest_scaffolding.java:15:1:15:56                                  |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/JustCopy_ESTest_scaffolding.java:15:1:15:56                                    |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Kamikaze_ESTest_scaffolding.java:15:1:15:56                                    |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFDS16_ESTest_scaffolding.java:15:1:15:56                                   |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFDS9_ESTest_scaffolding.java:15:1:15:56                                    |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFD_ESTest_scaffolding.java:15:1:15:56                                      |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFDS16_ESTest_scaffolding.java:15:1:15:56                                   |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFDS9_ESTest_scaffolding.java:15:1:15:56                                    |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFD_ESTest_scaffolding.java:15:1:15:56                                      |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/S16_ESTest_scaffolding.java:15:1:15:56                                         |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/S9_ESTest_scaffolding.java:15:1:15:56                                          |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Simple16_ESTest_scaffolding.java:15:1:15:56                                    |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Simple9_ESTest_scaffolding.java:15:1:15:56                                     |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/SkippableComposition_ESTest_scaffolding.java:15:1:15:56                        |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/UncompressibleInputException_ESTest_scaffolding.java:15:1:15:56                |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Util_ESTest_scaffolding.java:15:1:15:56                                        |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/VariableByte_ESTest_scaffolding.java:15:1:15:56                                |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkBitPacking_ESTest_scaffolding.java:15:1:15:56          |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkOffsettedSeries_ESTest_scaffolding.java:15:1:15:56     |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkSkippable_ESTest_scaffolding.java:15:1:15:56           |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/Benchmark_ESTest_scaffolding.java:15:1:15:56                    |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/PerformanceLogger_ESTest_scaffolding.java:15:1:15:56            |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/Delta_ESTest_scaffolding.java:15:1:15:56                          |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedBinaryPacking_ESTest_scaffolding.java:15:1:15:56        |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedBitPacking_ESTest_scaffolding.java:15:1:15:56           |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedComposition_ESTest_scaffolding.java:15:1:15:56          |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedIntCompressor_ESTest_scaffolding.java:15:1:15:56        |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedVariableByte_ESTest_scaffolding.java:15:1:15:56         |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/SkippableIntegratedComposition_ESTest_scaffolding.java:15:1:15:56 |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/XorBinaryPacking_ESTest_scaffolding.java:15:1:15:56               |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/ClusteredDataGenerator_ESTest_scaffolding.java:15:1:15:56                |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/UniformDataGenerator_ESTest_scaffolding.java:15:1:15:56                  |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongAs2IntsCodec_ESTest_scaffolding.java:15:1:15:56                               |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongComposition_ESTest_scaffolding.java:15:1:15:56                                |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongJustCopy_ESTest_scaffolding.java:15:1:15:56                                   |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongUtil_ESTest_scaffolding.java:15:1:15:56                                       |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongVariableByte_ESTest_scaffolding.java:15:1:15:56                               |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/RoaringIntPacking_ESTest_scaffolding.java:15:1:15:56                              |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/SkippableLongComposition_ESTest_scaffolding.java:15:1:15:56                       |
| import SandboxMode                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/differential/LongDelta_ESTest_scaffolding.java:15:1:15:56                         |
| import MockFile                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkOffsettedSeries_ESTest.java:17:1:17:50                 |
| import MockFileOutputStream                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkOffsettedSeries_ESTest.java:18:1:18:62                 |
| import MockPrintWriter                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkOffsettedSeries_ESTest.java:19:1:19:57                 |
| import MockRandom                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/UniformDataGenerator_ESTest.java:14:1:14:54                              |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/LCPForDelta_ESTest_scaffolding.java:14:1:14:44                                       |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDeltaUnpack128WIthIntBuffer_ESTest_scaffolding.java:14:1:14:44                   |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDeltaUnpack128_ESTest_scaffolding.java:14:1:14:44                                |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDelta_ESTest_scaffolding.java:14:1:14:44                                         |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16WithHardCodes_ESTest_scaffolding.java:14:1:14:44                             |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16_ESTest_scaffolding.java:14:1:14:44                                          |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BinaryPacking_ESTest_scaffolding.java:14:1:14:44                               |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BitPacking_ESTest_scaffolding.java:14:1:14:44                                  |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Composition_ESTest_scaffolding.java:14:1:14:44                                 |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagBinaryPacking_ESTest_scaffolding.java:14:1:14:44                    |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagEncoding_ESTest_scaffolding.java:14:1:14:44                         |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagVariableByte_ESTest_scaffolding.java:14:1:14:44                     |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR128_ESTest_scaffolding.java:14:1:14:44                                 |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR_ESTest_scaffolding.java:14:1:14:44                                    |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntCompressor_ESTest_scaffolding.java:14:1:14:44                               |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntWrapper_ESTest_scaffolding.java:14:1:14:44                                  |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/JustCopy_ESTest_scaffolding.java:14:1:14:44                                    |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Kamikaze_ESTest_scaffolding.java:14:1:14:44                                    |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFDS16_ESTest_scaffolding.java:14:1:14:44                                   |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFDS9_ESTest_scaffolding.java:14:1:14:44                                    |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFD_ESTest_scaffolding.java:14:1:14:44                                      |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFDS16_ESTest_scaffolding.java:14:1:14:44                                   |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFDS9_ESTest_scaffolding.java:14:1:14:44                                    |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFD_ESTest_scaffolding.java:14:1:14:44                                      |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/S16_ESTest_scaffolding.java:14:1:14:44                                         |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/S9_ESTest_scaffolding.java:14:1:14:44                                          |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Simple16_ESTest_scaffolding.java:14:1:14:44                                    |
| import Sandbox                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Simple9_ESTest_scaffolding.java:14:1:14:44                                     |
