| CreditCardType | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:184:22:184:35          | matches   | matches(String)   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:196:17:196:23          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:196:17:196:23          |
| LuhnCheckDigit                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigit.java:39:20:39:33                | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigit.java:39:20:39:33                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigit.java:39:20:39:33                |
| LuhnCheckDigitTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:25:14:25:31            | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:45:20:45:24            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:45:45:59:5             |
| LuhnCheckDigitTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:25:14:25:31            | LuhnCheckDigitTest                             | LuhnCheckDigitTest(String)                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:39:12:39:29            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:39:44:41:5             |
| LuhnCheckDigitTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:25:14:25:31            | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:25:14:25:31            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigitTest.java:25:14:25:31            |
| ModulusTenABACheckDigitTest                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenABACheckDigitTest.java:24:14:24:40   | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenABACheckDigitTest.java:37:20:37:24   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenABACheckDigitTest.java:37:45:44:5    |
| ModulusTenABACheckDigitTest                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenABACheckDigitTest.java:24:14:24:40   | ModulusTenABACheckDigitTest                    | ModulusTenABACheckDigitTest(String)                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenABACheckDigitTest.java:31:12:31:38   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenABACheckDigitTest.java:31:53:33:5    |
| ModulusTenCUSIPCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:24:14:24:42 | testVALIDATOR_336_ValidCheckDigits             | testVALIDATOR_336_ValidCheckDigits()                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:65:17:65:50 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:65:54:70:5  |
| ModulusTenCUSIPCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:24:14:24:42 | testVALIDATOR_336_InvalidCheckDigits           | testVALIDATOR_336_InvalidCheckDigits()                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:56:17:56:52 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:56:56:61:5  |
| ModulusTenCUSIPCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:24:14:24:42 | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:37:20:37:24 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:37:45:52:5  |
| ModulusTenCUSIPCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:24:14:24:42 | ModulusTenCUSIPCheckDigitTest                  | ModulusTenCUSIPCheckDigitTest(String)                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:31:12:31:40 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:31:55:33:5  |
| ModulusTenCUSIPCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:24:14:24:42 | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:24:14:24:42 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCUSIPCheckDigitTest.java:24:14:24:42 |
| ModulusTenCheckDigit                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | toString                                       | toString()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:218:19:218:26        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:218:30:227:5         |
| ModulusTenCheckDigit                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | weightedValue                                  | weightedValue(int, int, int)                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:202:19:202:31        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:202:75:210:5         |
| ModulusTenCheckDigit                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | toInt                                          | toInt(char, int, int)                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:184:19:184:23        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:184:95:191:5         |
| ModulusTenCheckDigit                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | isValid                                        | isValid(String)                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:158:20:158:26        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:158:41:167:5         |
| ModulusTenCheckDigit                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | ModulusTenCheckDigit                           | ModulusTenCheckDigit(int[], boolean, boolean)                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:141:12:141:31        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:142:84:147:5         |
| ModulusTenCheckDigit                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | ModulusTenCheckDigit                           | ModulusTenCheckDigit(int[], boolean)                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:129:12:129:31        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:129:77:131:5         |
| ModulusTenCheckDigit                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | ModulusTenCheckDigit                           | ModulusTenCheckDigit(int[])                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:118:12:118:31        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:118:56:120:5         |
| ModulusTenCheckDigit                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:105:20:105:39        |
| ModulusTenEAN13CheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenEAN13CheckDigitTest.java:24:14:24:42 | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenEAN13CheckDigitTest.java:37:20:37:24 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenEAN13CheckDigitTest.java:37:45:41:5  |
| ModulusTenEAN13CheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenEAN13CheckDigitTest.java:24:14:24:42 | ModulusTenEAN13CheckDigitTest                  | ModulusTenEAN13CheckDigitTest(String)                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenEAN13CheckDigitTest.java:31:12:31:40 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenEAN13CheckDigitTest.java:31:55:33:5  |
| ModulusTenLuhnCheckDigitTest               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:24:14:24:41  | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:44:20:44:24  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:44:45:58:5   |
| ModulusTenLuhnCheckDigitTest               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:24:14:24:41  | ModulusTenLuhnCheckDigitTest                   | ModulusTenLuhnCheckDigitTest(String)                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:38:12:38:39  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:38:54:40:5   |
| ModulusTenLuhnCheckDigitTest               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:24:14:24:41  | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:24:14:24:41  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenLuhnCheckDigitTest.java:24:14:24:41  |
| ModulusTenSedolCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:24:14:24:42 | testVALIDATOR_346                              | testVALIDATOR_346()                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:56:17:56:33 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:56:37:61:5  |
| ModulusTenSedolCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:24:14:24:42 | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:37:20:37:24 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:37:45:46:5  |
| ModulusTenSedolCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:24:14:24:42 | ModulusTenSedolCheckDigitTest                  | ModulusTenSedolCheckDigitTest(String)                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:31:12:31:40 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:31:55:33:5  |
| ModulusTenSedolCheckDigitTest              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:24:14:24:42 | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:24:14:24:42 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenSedolCheckDigitTest.java:24:14:24:42 |
| SedolCheckDigit                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:38:20:38:34               | toInt                                          | toInt(char, int, int)                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:95:19:95:23               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:95:95:111:5               |
| SedolCheckDigit                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:38:20:38:34               | weightedValue                                  | weightedValue(int, int, int)                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:81:19:81:31               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:81:75:83:5                |
| SedolCheckDigit                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:38:20:38:34               | calculateModulus                               | calculateModulus(String, boolean)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:64:19:64:34               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:65:40:70:5                |
| SedolCheckDigit                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:38:20:38:34               | SedolCheckDigit                                | SedolCheckDigit()                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:51:12:51:26               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:51:30:53:5                |
| SedolCheckDigit                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:38:20:38:34               | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:38:20:38:34               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit.java:38:20:38:34               |
| SedolCheckDigitTest                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:25:14:25:32           | testVALIDATOR_346                              | testVALIDATOR_346()                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:57:17:57:33           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:57:37:62:5            |
| SedolCheckDigitTest                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:25:14:25:32           | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:38:20:38:24           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:38:45:47:5            |
| SedolCheckDigitTest                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:25:14:25:32           | SedolCheckDigitTest                            | SedolCheckDigitTest(String)                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:32:12:32:30           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:32:45:34:5            |
| SedolCheckDigitTest                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:25:14:25:32           | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:25:14:25:32           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigitTest.java:25:14:25:32           |
| VerhoeffCheckDigit                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            | calculate                                      | calculate(String)                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:98:19:98:27            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:98:69:104:5            |
| VerhoeffCheckDigit                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            | isValid                                        | isValid(String)                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:78:20:78:26            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:78:41:87:5             |
| VerhoeffCheckDigit                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            | VerhoeffCheckDigit                             | VerhoeffCheckDigit()                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            |
| VerhoeffCheckDigit                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            | calculateChecksum                              | calculateChecksum(String, boolean)                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:114:17:114:33          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:115:40:128:5           |
| VerhoeffCheckDigit                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit.java:33:20:33:37            |
| VerhoeffCheckDigitTest                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:25:14:25:35        | testZeroSum                                    | testZeroSum()                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:46:17:46:27        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:46:31:46:32        |
