| AltCharSequence                                             | subSequence                                        | start                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:57:34:5                                     |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:259:5:259:13                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:259:5:259:13                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:273:23:273:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:273:67:275:9                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:273:23:273:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:273:67:275:9                                |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:271:5:271:8                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:271:5:271:8                                 |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:280:23:280:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:280:67:286:9                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:280:23:280:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:280:67:286:9                                |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:278:5:278:7                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:278:5:278:7                                 |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:291:23:291:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:291:67:293:9                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:291:23:291:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:291:67:293:9                                |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:289:5:289:7                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:289:5:289:7                                 |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:303:23:303:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:303:67:309:9                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:303:23:303:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:303:67:309:9                                |
| new JDKStringConverter(...) { ... }                         | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:54:300:9                                |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:296:5:296:16                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:296:5:296:16                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:314:23:314:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:314:67:316:9                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:314:23:314:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:314:67:316:9                                |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:312:5:312:8                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:312:5:312:8                                 |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:328:23:328:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:328:67:339:9                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:328:23:328:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:328:67:339:9                                |
| new JDKStringConverter(...) { ... }                         | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:54:325:9                                |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:319:5:319:8                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:319:5:319:8                                 |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:362:23:362:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:362:67:381:9                                |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:362:23:362:39                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:362:67:381:9                                |
| new JDKStringConverter(...) { ... }                         | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:54:359:9                                |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:342:5:342:12                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:342:5:342:12                                |
| new TypedStringConverter<Object>(...) { ... }               | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:69:31:69:47                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:69:90:71:17                                      |
| new TypedStringConverter<Object>(...) { ... }               | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:69:31:69:47                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:69:90:71:17                                      |
| new TypedStringConverter<Object>(...) { ... }               | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:64:31:64:45                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:64:62:66:17                                      |
| new TypedStringConverter<T>(...) { ... }                    | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:730:30:730:46                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:730:84:732:21                                    |
| new TypedStringConverter<T>(...) { ... }                    | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:730:30:730:46                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:730:84:732:21                                    |
| new TypedStringConverter<T>(...) { ... }                    | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:725:35:725:49                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:725:61:727:21                                    |
| new ClassOwnership(...) { ... }                             | getOwnerType                                       | rawType              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:107:22:107:33                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:107:53:109:13                                            |
| new ClassOwnership(...) { ... }                             | getOwnerType                                       | rawType              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:114:22:114:33                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:114:53:120:13                                            |
| new TypeVisitor(...) { ... }                                | visitClass                                         | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:195:18:195:27                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:195:41:197:13                                            |
| new TypeVisitor(...) { ... }                                | visitGenericArrayType                              | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:190:18:190:38                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:190:60:192:13                                            |
| new TypeVisitor(...) { ... }                                | visitWildcardType                                  | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:185:18:185:34                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:185:52:187:13                                            |
| new TypeVisitor(...) { ... }                                | visitTypeVariable                                  | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:180:18:180:34                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:180:55:182:13                                            |
| new JavaVersion(...) { ... }                                | usedInGenericType0                                 | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:601:18:601:35                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:601:48:610:13                                            |
| new JavaVersion(...) { ... }                                | newArrayType                                       | componentType        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:596:30:596:41                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:596:63:598:13                                            |
| new JavaVersion(...) { ... }                                | usedInGenericType0                                 | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:623:18:623:35                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:623:48:625:13                                            |
| new JavaVersion(...) { ... }                                | newArrayType                                       | componentType        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:614:18:614:29                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:614:51:620:13                                            |
| new JavaVersion(...) { ... }                                | typeName                                           | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:639:20:639:27                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:639:40:650:13                                            |
| new JavaVersion(...) { ... }                                | usedInGenericType0                                 | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:634:18:634:35                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:634:48:636:13                                            |
| new JavaVersion(...) { ... }                                | newArrayType                                       | componentType        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:629:18:629:29                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:629:51:631:13                                            |
| new JavaVersion(...) { ... }                                | typeName                                           | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:664:20:664:27                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:664:40:666:13                                            |
| new JavaVersion(...) { ... }                                | usedInGenericType0                                 | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:659:18:659:35                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:659:48:661:13                                            |
| new JavaVersion(...) { ... }                                | newArrayType                                       | componentType        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:654:18:654:29                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:654:51:656:13                                            |
| new BooleanArrayStringConverter(...) { ... }                | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:77:30:77:46         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:77:92:94:13         |
| new BooleanArrayStringConverter(...) { ... }                | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:77:30:77:46         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:77:92:94:13         |
| new BooleanArrayStringConverter(...) { ... }                | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:65:27:65:41         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:65:60:74:13         |
| new BooleanArrayStringConverter(...) { ... }                | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:78:30:78:46   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:78:92:97:13   |
| new BooleanArrayStringConverter(...) { ... }                | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:78:30:78:46   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:78:92:97:13   |
| new BooleanArrayStringConverter(...) { ... }                | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:66:27:66:41   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:66:60:75:13   |
| new ByteArrayStringConverter(...) { ... }                   | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:83:27:83:43      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:83:86:100:13     |
| new ByteArrayStringConverter(...) { ... }                   | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:83:27:83:43      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:83:86:100:13     |
| new ByteArrayStringConverter(...) { ... }                   | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:66:27:66:41      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:66:57:80:13      |
| new CharecterArrayStringConverter(...) { ... }              | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:89:32:89:48      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:89:96:115:13     |
| new CharecterArrayStringConverter(...) { ... }              | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:89:32:89:48      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:89:96:115:13     |
| new CharecterArrayStringConverter(...) { ... }              | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:68:27:68:41      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:68:62:86:13      |
| new LongArrayStringConverter(...) { ... }                   | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:92:27:92:43         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:92:86:107:13        |
| new LongArrayStringConverter(...) { ... }                   | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:92:27:92:43         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:92:86:107:13        |
| new LongArrayStringConverter(...) { ... }                   | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:79:27:79:41         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:79:57:89:13         |
| new IntArrayStringConverter(...) { ... }                    | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:133:26:133:42       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:133:84:148:13       |
| new IntArrayStringConverter(...) { ... }                    | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:133:26:133:42       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:133:84:148:13       |
| new IntArrayStringConverter(...) { ... }                    | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:120:27:120:41       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:120:56:130:13       |
| new ShortArrayStringConverter(...) { ... }                  | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:174:28:174:44       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:174:88:189:13       |
| new ShortArrayStringConverter(...) { ... }                  | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:174:28:174:44       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:174:88:189:13       |
| new ShortArrayStringConverter(...) { ... }                  | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:161:27:161:41       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:161:58:171:13       |
| new DoubleArrayStringConverter(...) { ... }                 | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:215:29:215:45       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:215:90:230:13       |
| new DoubleArrayStringConverter(...) { ... }                 | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:215:29:215:45       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:215:90:230:13       |
| new DoubleArrayStringConverter(...) { ... }                 | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:202:27:202:41       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:202:59:212:13       |
| new FloatArrayStringConverter(...) { ... }                  | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:256:28:256:44       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:256:88:271:13       |
