| subSequence                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | subSequence                | file:///9A/java.base/java/lang/CharSequence.sig:0:0:0:0                                                                                                        | CharSequence                               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:118:29:118:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Character[]>      |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:118:29:118:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Character[]>          |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:118:29:118:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Character[]>      |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:118:29:118:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Character[]>          |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:118:29:118:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Character[]>      |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:89:32:89:48      | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Character[]>           |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:68:27:68:41      | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Character[]>             |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:110:29:110:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<long[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:110:29:110:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<long[]>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:110:29:110:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<long[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:110:29:110:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<long[]>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:110:29:110:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<long[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:110:29:110:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<long[]>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:110:29:110:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<long[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:110:29:110:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<long[]>           |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:92:27:92:43         | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<long[]>                |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:79:27:79:41         | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<long[]>                  |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:151:29:151:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<int[]>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:151:29:151:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<int[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:151:29:151:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<int[]>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:151:29:151:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<int[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:151:29:151:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<int[]>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:151:29:151:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<int[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:151:29:151:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<int[]>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:151:29:151:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<int[]>            |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:133:26:133:42       | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<int[]>                 |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:120:27:120:41       | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<int[]>                   |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:192:29:192:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<short[]>              |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:192:29:192:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<short[]>          |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:192:29:192:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<short[]>              |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:192:29:192:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<short[]>          |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:192:29:192:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<short[]>              |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:192:29:192:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<short[]>          |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:192:29:192:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<short[]>              |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:192:29:192:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<short[]>          |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:174:28:174:44       | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<short[]>               |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:161:27:161:41       | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<short[]>                 |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:233:29:233:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<double[]>             |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:233:29:233:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<double[]>         |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:233:29:233:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<double[]>             |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:233:29:233:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<double[]>         |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:233:29:233:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<double[]>             |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:233:29:233:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<double[]>         |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:233:29:233:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<double[]>             |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:233:29:233:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<double[]>         |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:215:29:215:45       | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<double[]>              |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:202:27:202:41       | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<double[]>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:274:29:274:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<float[]>              |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:274:29:274:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<float[]>          |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:274:29:274:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<float[]>              |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:274:29:274:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<float[]>          |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:274:29:274:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<float[]>              |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:274:29:274:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<float[]>          |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:274:29:274:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<float[]>              |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:274:29:274:44       | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<float[]>          |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:256:28:256:44       | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<float[]>               |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:243:27:243:41       | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<float[]>                 |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:113:29:113:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Long[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:113:29:113:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Long[]>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:113:29:113:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Long[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:113:29:113:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Long[]>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:113:29:113:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Long[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:113:29:113:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Long[]>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:113:29:113:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Long[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:113:29:113:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Long[]>           |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:93:27:93:43   | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Long[]>                |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:80:27:80:41   | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Long[]>                  |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:156:29:156:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Integer[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:156:29:156:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Integer[]>        |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:156:29:156:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Integer[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:156:29:156:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Integer[]>        |
