| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:65:16:65:33                               | parse1                   |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:65:23:65:26                                | parse1(String, Map<String,?>)                                                | parse0                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:64:31:64:36                                | CommandLine                                            | parse1                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:76:31:76:36                    | CommandLine                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:57:9:57:36                          | assumeTrue               |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:57:20:57:35                          | assumeTrue(boolean)                                                          | testExec65WithSleepUsingShellScript           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:56:17:56:51                          | Exec65Test                                             | assumeTrue               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assumptions.class:0:0:0:0                       | Assumptions                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:59:9:59:95                          | setStreamHandler         |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:59:35:59:94                          | setStreamHandler(ExecuteStreamHandler)                                       | testExec65WithSleepUsingShellScript           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:56:17:56:51                          | Exec65Test                                             | setStreamHandler         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:494:17:494:32              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:59:35:59:94                         | PumpStreamHandler2       |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:59:72:59:81                          | PumpStreamHandler2(OutputStream, OutputStream)                               | testExec65WithSleepUsingShellScript           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:56:17:56:51                          | Exec65Test                                             | PumpStreamHandler2       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/PumpStreamHandler.java:86:37:86:54              | PumpStreamHandler            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:59:35:59:94                         | PumpStreamHandler2       |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:59:84:59:93                          | PumpStreamHandler2(OutputStream, OutputStream)                               | testExec65WithSleepUsingShellScript           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:56:17:56:51                          | Exec65Test                                             | PumpStreamHandler2       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/PumpStreamHandler.java:86:37:86:54              | PumpStreamHandler            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:60:9:60:80                          | setWatchdog              |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:60:30:60:79                          | setWatchdog(ExecuteWatchdog)                                                 | testExec65WithSleepUsingShellScript           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:56:17:56:51                          | Exec65Test                                             | setWatchdog              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:509:17:509:27              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:60:30:60:79                         | ExecuteWatchdog0         |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:60:63:60:78                          | ExecuteWatchdog0(long)                                                       | testExec65WithSleepUsingShellScript           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:56:17:56:51                          | Exec65Test                                             | ExecuteWatchdog0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java:147:35:147:50              | ExecuteWatchdog              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:63:9:63:78                          | assertThrows             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:63:22:63:43                          | assertThrows(Class<T>, Executable)                                           | testExec65WithSleepUsingShellScript           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:56:17:56:51                          | Exec65Test                                             | assertThrows             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:63:9:63:78                          | assertThrows             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:63:46:63:77                          | assertThrows(Class<T>, Executable)                                           | testExec65WithSleepUsingShellScript           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:56:17:56:51                          | Exec65Test                                             | assertThrows             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:63:52:63:77                         | execute0                 |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:63:70:63:76                          | execute0(CommandLine)                                                        | execute                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:63:46:63:77                          | new Executable(...) { ... }                            | execute0                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:235:16:235:23              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:73:33:73:104                        | exec                     |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:73:59:73:103                         | exec(String)                                                                 | testExec65WithSleepUsingShellScriptAndJDKOnly | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:71:17:71:61                          | Exec65Test                                             | exec                     | file:///8/java.base/java/lang/Runtime.sig:0:0:0:0                                                                                                                             | Runtime                      |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:73:59:73:85                         | resolveTestScript0       |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:73:78:73:84                          | resolveTestScript0(String)                                                   | testExec65WithSleepUsingShellScriptAndJDKOnly | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:71:17:71:61                          | Exec65Test                                             | resolveTestScript0       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/AbstractExecTest.java:34:20:34:37               | AbstractExecTest             |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:74:9:74:38                          | sleep                    |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:74:22:74:37                          | sleep(long)                                                                  | testExec65WithSleepUsingShellScriptAndJDKOnly | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:71:17:71:61                          | Exec65Test                                             | sleep                    | file:///8/java.base/java/lang/Thread.sig:0:0:0:0                                                                                                                              | Thread                       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:80:9:80:44                          | assertTrue               |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:80:20:80:43                          | assertTrue(boolean)                                                          | testExec65WithSleepUsingShellScriptAndJDKOnly | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:71:17:71:61                          | Exec65Test                                             | assertTrue               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:100:62:100:100                      | resolveTestScript1       |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:100:81:100:88                        | resolveTestScript1(String, String)                                           | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | resolveTestScript1       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/AbstractExecTest.java:45:20:45:37               | AbstractExecTest             |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:100:62:100:100                      | resolveTestScript1       |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:100:91:100:99                        | resolveTestScript1(String, String)                                           | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | resolveTestScript1       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/AbstractExecTest.java:45:20:45:37               | AbstractExecTest             |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:90:9:91:106                         | assumeFalse              |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:90:21:90:70                          | assumeFalse(boolean, String)                                                 | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | assumeFalse              | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assumptions.class:0:0:0:0                       | Assumptions                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:90:9:91:106                         | assumeFalse              |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:91:17:91:105                         | assumeFalse(boolean, String)                                                 | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | assumeFalse              | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assumptions.class:0:0:0:0                       | Assumptions                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:90:21:90:70                         | contains                 |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:90:62:90:69                          | contains(CharSequence)                                                       | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | contains                 | file:///8/java.base/java/lang/String.sig:0:0:0:0                                                                                                                              | String                       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:93:9:93:60                          | assumeTrue               |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:93:20:93:59                          | assumeTrue(boolean)                                                          | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | assumeTrue               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assumptions.class:0:0:0:0                       | Assumptions                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:93:20:93:51                         | getenv                   |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:93:34:93:50                          | getenv(String)                                                               | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | getenv                   | file:///8/java.base/java/lang/System.sig:0:0:0:0                                                                                                                              | System                       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:98:9:98:106                         | setStreamHandler         |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:98:35:98:105                         | setStreamHandler(ExecuteStreamHandler)                                       | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | setStreamHandler         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:494:17:494:32              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:98:35:98:105                        | PumpStreamHandler3       |    3 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:98:72:98:81                          | PumpStreamHandler3(OutputStream, OutputStream, InputStream)                  | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | PumpStreamHandler3       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/PumpStreamHandler.java:97:37:97:54              | PumpStreamHandler            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:98:35:98:105                        | PumpStreamHandler3       |    3 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:98:84:98:93                          | PumpStreamHandler3(OutputStream, OutputStream, InputStream)                  | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | PumpStreamHandler3       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/PumpStreamHandler.java:97:37:97:54              | PumpStreamHandler            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:98:35:98:105                        | PumpStreamHandler3       |    3 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:98:96:98:104                         | PumpStreamHandler3(OutputStream, OutputStream, InputStream)                  | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | PumpStreamHandler3       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/PumpStreamHandler.java:97:37:97:54              | PumpStreamHandler            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:99:9:99:80                          | setWatchdog              |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:99:30:99:79                          | setWatchdog(ExecuteWatchdog)                                                 | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | setWatchdog              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:509:17:509:27              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:99:30:99:79                         | ExecuteWatchdog0         |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:99:63:99:78                          | ExecuteWatchdog0(long)                                                       | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | ExecuteWatchdog0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java:147:35:147:50              | ExecuteWatchdog              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:102:9:102:78                        | assertThrows             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:102:22:102:43                        | assertThrows(Class<T>, Executable)                                           | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | assertThrows             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:102:9:102:78                        | assertThrows             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:102:46:102:77                        | assertThrows(Class<T>, Executable)                                           | testExec65WithSudoUsingShellScript            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:89:17:89:50                          | Exec65Test                                             | assertThrows             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:102:52:102:77                       | execute0                 |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:102:70:102:76                        | execute0(CommandLine)                                                        | execute                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:102:46:102:77                        | new Executable(...) { ... }                            | execute0                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:235:16:235:23              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:112:42:112:91                       | ExecuteWatchdog0         |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:112:75:112:90                        | ExecuteWatchdog0(long)                                                       | testExec65WitSleepUsingSleepCommandDirectly   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:107:17:107:59                        | Exec65Test                                             | ExecuteWatchdog0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java:147:35:147:50              | ExecuteWatchdog              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:115:9:115:34                        | addArgument0             |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:115:30:115:33                        | addArgument0(String)                                                         | testExec65WitSleepUsingSleepCommandDirectly   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:107:17:107:59                        | Exec65Test                                             | addArgument0             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:239:24:239:35                  | CommandLine                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:116:9:116:95                        | setStreamHandler         |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:116:35:116:94                        | setStreamHandler(ExecuteStreamHandler)                                       | testExec65WitSleepUsingSleepCommandDirectly   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:107:17:107:59                        | Exec65Test                                             | setStreamHandler         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:494:17:494:32              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:116:35:116:94                       | PumpStreamHandler2       |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:116:72:116:81                        | PumpStreamHandler2(OutputStream, OutputStream)                               | testExec65WitSleepUsingSleepCommandDirectly   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:107:17:107:59                        | Exec65Test                                             | PumpStreamHandler2       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/PumpStreamHandler.java:86:37:86:54              | PumpStreamHandler            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:116:35:116:94                       | PumpStreamHandler2       |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:116:84:116:93                        | PumpStreamHandler2(OutputStream, OutputStream)                               | testExec65WitSleepUsingSleepCommandDirectly   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:107:17:107:59                        | Exec65Test                                             | PumpStreamHandler2       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/PumpStreamHandler.java:86:37:86:54              | PumpStreamHandler            |
