| BinaryEncoderAbstractTest            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:25:23:25:47                   | testEncodeNull                                                                           | public       | void                       | V                                                              | testEncodeNull()                                                                           | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:36:17:36:30                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:36:51:43:5                    |
| BeiderMorseEncoder                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | getNameType                                                                              | null | NameType                   | Lorg/apache/commons/codec/language/bm/NameType;                                 | getNameType()                                                                              | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:116:21:116:31            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:116:35:118:5             |
| BeiderMorseEncoder                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | encode1                                                                                  | null | String                     | Ljava/lang/String;                                                              | encode1(String)                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:104:19:104:25            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:104:72:109:5             |
| BeiderMorseEncoder                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | encode                                                                                   | null | String                     | Ljava/lang/String;                                                              | encode(String)                                                                             | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:100:19:100:24            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:100:71:102:5             |
| BeiderMorseEncoder                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | encode0                                                                                  | null | Object                     | Ljava/lang/Object;                                                              | encode0(Object)                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:91:19:91:25              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:91:72:97:5               |
| BeiderMorseEncoder                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | encode                                                                                   | null | Object                     | Ljava/lang/Object;                                                              | encode(Object)                                                                             | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:87:19:87:24              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:87:71:89:5               |
| BeiderMorseEncoder                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | BeiderMorseEncoder                                                                       | null | void                       | V                                                                               | BeiderMorseEncoder()                                                                       | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              |
| BeiderMorseEncoder                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | <obinit>                                                                                 | null | void                       | V                                                                               | <obinit>()                                                                                 | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/BeiderMorseEncoder.java:81:14:81:31              |
| RuleType                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:25:13:25:20                        | getName                                                                                  | null | String                     | Ljava/lang/String;                                                              | getName()                                                                                  | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:45:19:45:25                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:45:29:47:5                         |
| RuleType                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:25:13:25:20                        | RuleType                                                                                 | null | void                       | V                                                                               | RuleType(String)                                                                           | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:36:5:36:12                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:36:33:38:5                         |
| RuleType                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:25:13:25:20                        | <clinit>                                                                                 | null | void                       | V                                                                               | <clinit>()                                                                                 | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:25:13:25:20                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/RuleType.java:25:13:25:20                        |
| NameType                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:27:13:27:20                        | getName                                                                                  | null | String                     | Ljava/lang/String;                                                              | getName()                                                                                  | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:49:19:49:25                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:49:29:51:5                         |
| NameType                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:27:13:27:20                        | NameType                                                                                 | null | void                       | V                                                                               | NameType(String)                                                                           | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:40:5:40:12                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:40:33:42:5                         |
| NameType                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:27:13:27:20                        | <clinit>                                                                                 | null | void                       | V                                                                               | <clinit>()                                                                                 | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:27:13:27:20                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/NameType.java:27:13:27:20                        |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testSpeedCheck3                                                                          | null | void                       | V                                                                               | testSpeedCheck3()                                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:220:17:220:31        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:220:59:227:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testSpeedCheck2                                                                          | null | void                       | V                                                                               | testSpeedCheck2()                                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:210:17:210:31        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:210:59:217:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testSpeedCheck                                                                           | null | void                       | V                                                                               | testSpeedCheck()                                                                           | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:196:17:196:30        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:196:58:207:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testSetRuleTypeToRulesIllegalArgumentException                                           | null | void                       | V                                                                               | testSetRuleTypeToRulesIllegalArgumentException()                                           | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:185:17:185:62        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:185:66:188:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testSetRuleTypeExact                                                                     | null | void                       | V                                                                               | testSetRuleTypeExact()                                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:178:17:178:36        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:178:40:182:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testSetNameTypeAsh                                                                       | null | void                       | V                                                                               | testSetNameTypeAsh()                                                                       | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:170:17:170:34        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:170:38:175:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testSetConcat                                                                            | null | void                       | V                                                                               | testSetConcat()                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:163:17:163:29        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:163:33:167:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testOOM                                                                                  | null | void                       | V                                                                               | testOOM()                                                                                  | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:143:17:143:23        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:143:51:160:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testNegativeIndexForRuleMatchIndexOutOfBoundsException                                   | null | void                       | V                                                                               | testNegativeIndexForRuleMatchIndexOutOfBoundsException()                                   | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:137:17:137:70        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:137:74:140:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testLongestEnglishSurname                                                                | null | void                       | V                                                                               | testLongestEnglishSurname()                                                                | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:131:17:131:41        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:131:69:134:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testInvalidLanguageIllegalArgumentException                                              | null | void                       | V                                                                               | testInvalidLanguageIllegalArgumentException()                                              | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:126:17:126:59        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:126:63:128:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testInvalidLangIllegalStateException                                                     | null | void                       | V                                                                               | testInvalidLangIllegalStateException()                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:120:17:120:52        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:120:56:123:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testInvalidLangIllegalArgumentException                                                  | null | void                       | V                                                                               | testInvalidLangIllegalArgumentException()                                                  | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:115:17:115:55        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:115:59:117:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testEncodeGna                                                                            | null | void                       | V                                                                               | testEncodeGna()                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:109:17:109:29        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:109:57:112:5         |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testEncodeAtzNotEmpty                                                                    | null | void                       | V                                                                               | testEncodeAtzNotEmpty()                                                                    | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:93:17:93:37          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:93:65:99:5           |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testAsciiEncodeNotEmpty2Letters                                                          | null | void                       | V                                                                               | testAsciiEncodeNotEmpty2Letters()                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:80:17:80:47          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:80:75:90:5           |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testAsciiEncodeNotEmpty1Letter                                                           | null | void                       | V                                                                               | testAsciiEncodeNotEmpty1Letter()                                                           | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:69:17:69:46          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:69:74:77:5           |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | testAllChars                                                                             | null | void                       | V                                                                               | testAllChars()                                                                             | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:61:17:61:28          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:61:56:66:5           |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | createStringEncoder                                                                      | null | StringEncoder              | Lorg/apache/commons/codec/StringEncoder;                                        | createStringEncoder()                                                                      | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:51:29:51:47          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:51:51:53:5           |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | BeiderMorseEncoderTest                                                                   | null | void                       | V                                                                               | BeiderMorseEncoderTest()                                                                   | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | createGenericApproxEncoder                                                               | null | BeiderMorseEncoder         | Lorg/apache/commons/codec/language/bm/BeiderMorseEncoder;                       | createGenericApproxEncoder()                                                               | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:43:32:43:57          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:43:61:48:5           |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | assertNotEmpty                                                                           | null | void                       | V                                                                               | assertNotEmpty(BeiderMorseEncoder, String)                                                 | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:38:18:38:31          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:39:37:41:5           |
| BeiderMorseEncoderTest               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | <clinit>                                                                                 | null | void                       | V                                                                               | <clinit>()                                                                                 | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java:35:14:35:35          |
| CacheSubSequencePerformanceTest      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:22:14:22:44 | test0                                                                                    | null | void                       | V                                                                               | test0()                                                                                    | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:25:17:25:21 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:25:25:35:5  |
| CacheSubSequencePerformanceTest      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:22:14:22:44 | CacheSubSequencePerformanceTest                                                          | null | void                       | V                                                                               | CacheSubSequencePerformanceTest()                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:22:14:22:44 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:22:14:22:44 |
| CacheSubSequencePerformanceTest      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:22:14:22:44 | cacheSubSequence                                                                         | null | CharSequence               | Ljava/lang/CharSequence;                                                        | cacheSubSequence(CharSequence)                                                             | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:53:26:53:41 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:53:70:79:5  |
| CacheSubSequencePerformanceTest      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:22:14:22:44 | test2                                                                                    | null | void                       | V                                                                               | test2(CharSequence)                                                                        | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:45:18:45:22 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:45:50:51:5  |
| CacheSubSequencePerformanceTest      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:22:14:22:44 | test1                                                                                    | null | void                       | V                                                                               | test1(CharSequence, int)                                                                   | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:37:18:37:22 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/bm/CacheSubSequencePerformanceTest.java:37:67:43:5  |
| LangRule                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/Lang.java:81:32:81:39                            | matches                                                                                  | null | boolean                    | Z                                                                               | matches(String)                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/Lang.java:93:24:93:30                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/language/bm/Lang.java:93:50:95:9                             |
