| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:782:13:802:25                  | <clinit>                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:157:20:157:28                  | CSVFormat                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1317:12:1317:20              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:799:32:799:48             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | toString                      | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:800:19:800:55             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | toFirstRecordValues           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:1493:22:1493:40         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:801:9:801:58              | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | assertArrayEquals             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:801:27:801:48             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | expectNulls                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:120:21:120:31           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:805:18:805:35             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | StringWriter                  | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:806:41:806:70             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | CSVPrinter                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:807:13:807:35             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | printRecord1                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:257:17:257:28               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:810:9:810:49              | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:810:32:810:48             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | toString                      | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:811:19:811:55             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | toFirstRecordValues           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:1493:22:1493:40         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:812:9:812:58              | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | assertArrayEquals             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:812:27:812:48             | testMySqlNullOutput                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:710:17:710:35             | expectNulls                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:120:21:120:31           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:817:9:817:60              | testMySqlNullStringDefault                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:816:17:816:42             | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:817:29:817:59             | testMySqlNullStringDefault                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:816:17:816:42             | getNullString                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1633:19:1633:31              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:822:9:822:96              | testNewCsvPrinterAppendableNullFormat                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:821:17:821:53             | assertThrows                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:822:50:822:95             | testNewCsvPrinterAppendableNullFormat                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:821:17:821:53             |                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:822:50:822:95           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:822:56:822:95             | execute                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:822:50:822:95             | CSVPrinter                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:822:71:822:88             | execute                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:822:50:822:95             | StringWriter                  | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:827:9:827:95              | testNewCsvPrinterNullAppendableFormat                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:826:17:826:53             | assertThrows                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:827:50:827:94             | testNewCsvPrinterNullAppendableFormat                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:826:17:826:53             |                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:827:50:827:94           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:827:56:827:94             | execute                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:827:50:827:94             | CSVPrinter                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:832:32:832:50             | testNotFlushable                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:831:17:831:32             | StringBuilder                 | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:833:41:833:78             | testNotFlushable                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:831:17:831:32             | CSVPrinter                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:834:13:834:47             | testNotFlushable                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:831:17:831:32             | printRecord1                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:257:17:257:28               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:835:13:835:67             | testNotFlushable                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:831:17:831:32             | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:835:53:835:66             | testNotFlushable                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:831:17:831:32             | toString                      | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:836:13:836:27             | testNotFlushable                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:831:17:831:32             | flush                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:136:17:136:21               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:842:33:842:50             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | StringWriter                  | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:843:34:843:73             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | withNullString                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:2739:22:2739:35              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:847:34:847:46             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | toString                      | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:844:41:844:66             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | CSVPrinter                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:845:13:845:48             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | printRecord1                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:257:17:257:28               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:848:9:848:61              | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:849:41:849:81             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | parse                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1798:22:1798:26              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:849:54:849:80             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | StringReader                  | file:///modules/java.base/java/io/StringReader.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:850:50:850:68             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | iterator                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:689:32:689:39                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:851:38:851:52             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | next                          | file:///modules/java.base/java/util/Iterator.class:0:0:0:0                                                                                                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:852:13:852:45             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:852:31:852:44             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | get1                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:86:19:86:22                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:853:13:853:38             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | assertNull                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:853:24:853:37             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | get1                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:86:19:86:22                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:854:13:854:45             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:854:31:854:44             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | get1                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:86:19:86:22                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:855:13:855:43             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:855:25:855:42             | testParseCustomNullValues                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:841:17:841:41             | hasNext                       | file:///modules/java.base/java/util/Iterator.class:0:0:0:0                                                                                                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:861:33:861:50             | testPlainEscaped                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:860:17:860:32             | StringWriter                  | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:863:17:863:87             | testPlainEscaped                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:860:17:860:32             | CSVPrinter                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:863:36:863:86             | testPlainEscaped                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:860:17:860:32             | withEscape0                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:2479:22:2479:32              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:863:36:863:69             | testPlainEscaped                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:860:17:860:32             | withQuote1                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:2767:22:2767:31              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:864:13:864:32             | testPlainEscaped                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:860:17:860:32             | print                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:158:30:158:34               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:865:13:865:32             | testPlainEscaped                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:860:17:860:32             | print                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:158:30:158:34               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:866:13:866:50             | testPlainEscaped                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:860:17:860:32             | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:866:37:866:49             | testPlainEscaped                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:860:17:860:32             | toString                      | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:872:33:872:50             | testPlainPlain                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:871:17:871:30             | StringWriter                  | file:///modules/java.base/java/io/StringWriter.class:0:0:0:0                                                                                                            |
