| CSVParserFactory | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/PerformanceTest.java:43:23:43:38 | createParser | createParser() | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/PerformanceTest.java:44:19:44:30 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/PerformanceTest.java:44:19:44:30 |
| CSVPrinterTest                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:49:14:49:27             | createTempFile                                                          | createTempFile()                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:73:18:73:31               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:73:54:75:5               |
| CSVPrinterTest                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:49:14:49:27             | printable                                                               | printable(String)                                                                                                                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:56:27:56:35               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:56:53:67:5               |
| CSVPrinterTest                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:49:14:49:27             | <obinit>                                                                | <obinit>()                                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:49:14:49:27               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:49:14:49:27              |
| CSVPrinterTest                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:49:14:49:27             | <clinit>                                                                | <clinit>()                                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:49:14:49:27               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:49:14:49:27              |
| Constants                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Constants.java:21:13:21:21                  | Constants                                                               | Constants()                                                                                                                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Constants.java:77:13:77:21                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Constants.java:77:25:77:26                   |
| Constants                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Constants.java:21:13:21:21                  | <clinit>                                                                | <clinit>()                                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Constants.java:21:13:21:21                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Constants.java:21:13:21:21                   |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | readLine                                                                | readLine()                                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:214:19:214:26     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:214:49:233:5     |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | read                                                                    | read(char[], int, int)                                                                                                                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:172:16:172:19     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:172:94:200:5     |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | read                                                                    | read()                                                                                                                                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:156:16:156:19     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:156:42:169:5     |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | lookAhead                                                               | lookAhead(int)                                                                                                                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:150:12:150:20     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:150:54:153:5     |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | lookAhead                                                               | lookAhead(char[])                                                                                                                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:132:12:132:20     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:132:59:139:5     |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | lookAhead                                                               | lookAhead()                                                                                                                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:115:9:115:17      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:115:40:121:5     |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | isClosed                                                                | isClosed()                                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:104:20:104:27     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:104:31:106:5     |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | getPosition                                                             | getPosition()                                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:100:10:100:20     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:100:24:102:5     |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | getLastChar                                                             | getLastChar()                                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:90:9:90:19        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:90:23:92:5       |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | getCurrentLineNumber                                                    | getCurrentLineNumber()                                                                                                                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:71:10:71:29       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:71:33:79:5       |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | close                                                                   | close()                                                                                                                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:60:17:60:21       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:60:44:64:5       |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | ExtendedBufferedReader                                                  | ExtendedBufferedReader(Reader)                                                                                                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:5:50:26        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:49:52:5       |
| ExtendedBufferedReader                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34     | <obinit>                                                                | <obinit>()                                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:36:13:36:34      |
| ExtendedBufferedReaderTest                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39 | testReadLookahead2                                                      | testReadLookahead2()                                                                                                                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:192:17:192:34 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:192:55:210:5 |
| ExtendedBufferedReaderTest                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39 | testReadLookahead1                                                      | testReadLookahead1()                                                                                                                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:134:17:134:34 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:134:55:189:5 |
| ExtendedBufferedReaderTest                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39 | testReadLine                                                            | testReadLine()                                                                                                                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:91:17:91:28   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:91:49:131:5  |
| ExtendedBufferedReaderTest                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39 | testReadingInDifferentBuffer                                            | testReadingInDifferentBuffer()                                                                                                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:81:17:81:44   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:81:65:88:5   |
| ExtendedBufferedReaderTest                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39 | testReadChar                                                            | testReadChar()                                                                                                                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:53:17:53:28   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:53:49:78:5   |
| ExtendedBufferedReaderTest                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39 | testEmptyInput                                                          | testEmptyInput()                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:38:17:38:30   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:38:51:46:5   |
| ExtendedBufferedReaderTest                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39 | ExtendedBufferedReaderTest                                              | ExtendedBufferedReaderTest()                                                                                                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39  |
| ExtendedBufferedReaderTest                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:31:14:31:39 | createBufferedReader                                                    | createBufferedReader(String)                                                                                                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:33:36:33:55   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/ExtendedBufferedReaderTest.java:33:73:35:5   |
| IOUtils                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                    | rethrow                                                                 | rethrow(Throwable)                                                                                                                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:128:51:128:57                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:128:95:130:5                    |
| IOUtils                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                    | copyLarge                                                               | copyLarge(Reader, Writer, char[])                                                                                                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:108:17:108:25                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:109:32:117:5                    |
| IOUtils                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                    | copyLarge                                                               | copyLarge(Reader, Writer)                                                                                                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:91:17:91:25                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:91:87:93:5                      |
| IOUtils                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                    | copy                                                                    | copy(Reader, Appendable, CharBuffer)                                                                                                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:64:17:64:20                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:65:32:74:5                      |
| IOUtils                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                    | copy                                                                    | copy(Reader, Appendable)                                                                                                                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:47:17:47:20                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:47:86:49:5                      |
| IOUtils                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                    | IOUtils                                                                 | IOUtils()                                                                                                                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:133:13:133:19                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:133:23:133:24                   |
| IOUtils                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                    | <clinit>                                                                | <clinit>()                                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/IOUtils.java:26:13:26:19                     |
| IOUtilsTest                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/IOUtilsTest.java:26:14:26:24                | testRethrow                                                             | testRethrow()                                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/IOUtilsTest.java:29:17:29:27                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/IOUtilsTest.java:29:31:31:5                  |
| IOUtilsTest                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/IOUtilsTest.java:26:14:26:24                | IOUtilsTest                                                             | IOUtilsTest()                                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/IOUtilsTest.java:26:14:26:24                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/IOUtilsTest.java:26:14:26:24                 |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | trimTrailingSpaces                                                      | trimTrailingSpaces(StringBuilder)                                                                                                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:488:10:488:27                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:488:57:496:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | readEscape                                                              | readEscape()                                                                                                                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:459:9:459:18                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:459:41:486:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | readEndOfLine                                                           | readEndOfLine(int)                                                                                                                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:431:13:431:25                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:431:54:447:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | nextToken                                                               | nextToken(Token)                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:223:11:223:19                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:223:59:285:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | isStartOfLine                                                           | isStartOfLine(int)                                                                                                                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:205:13:205:25                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:205:41:207:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | isQuoteChar                                                             | isQuoteChar(int)                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:194:13:194:23                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:194:39:196:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | isEscapeDelimiter                                                       | isEscapeDelimiter()                                                                                                                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:175:13:175:29                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:175:52:188:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | isEscape                                                                | isEscape(int)                                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:161:13:161:20                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:161:36:163:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | isEndOfFile                                                             | isEndOfFile(int)                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:152:13:152:23                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:152:39:154:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | isDelimiter                                                             | isDelimiter(int)                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:127:13:127:23                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:127:58:145:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | isCommentStart                                                          | isCommentStart(int)                                                                                                                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:115:13:115:26                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:115:42:117:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | isClosed                                                                | isClosed()                                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:111:13:111:20                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:111:24:113:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | getFirstEol                                                             | getFirstEol()                                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:107:12:107:22                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:107:26:109:5                      |
| Lexer                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:37:13:37:17                      | getCurrentLineNumber                                                    | getCurrentLineNumber()                                                                                                                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:103:10:103:29                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:103:33:105:5                      |
