| BaseKeyedPooledObjectFactory                                | validateObject                       | key                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:96:20:96:33               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:96:73:98:5               |
| BaseProxyHandler                                            | doInvoke                             | args                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:70:12:70:19                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:70:80:77:5                     |
| BaseProxyHandler                                            | BaseProxyHandler                     | pooledObject                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:45:5:45:20                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:45:82:48:5                     |
| BaseProxyHandler                                            | BaseProxyHandler                     | usageTracking                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:45:5:45:20                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:45:82:48:5                     |
| TestObjectImpl                                              | setData                              | data                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:52:21:52:27       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedKeyedObjectPool.java:52:48:54:9       |
| TestObjectImpl                                              | setData                              | data                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:52:21:52:27            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/proxy/BaseTestProxiedObjectPool.java:52:48:54:9            |
| CglibProxySource                                            | CglibProxySource                     | superclass                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:38:12:38:27                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:38:66:40:5                     |
| JdkProxyHandler                                             | invoke                               | proxy                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:48:19:48:24                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:49:30:51:5                      |
| JdkProxyHandler                                             | invoke                               | method                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:48:19:48:24                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:49:30:51:5                      |
| JdkProxyHandler                                             | invoke                               | args                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:48:19:48:24                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:49:30:51:5                      |
| JdkProxyHandler                                             | JdkProxyHandler                      | pooledObject                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:43:5:43:19                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:43:81:45:5                      |
| JdkProxyHandler                                             | JdkProxyHandler                      | usageTracking                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:43:5:43:19                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:43:81:45:5                      |
| JdkProxySource                                              | resolveProxy                         | proxy                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:63:14:63:25                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:63:42:65:5                       |
| JdkProxySource                                              | createProxy                          | pooledObject                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:53:14:53:24                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:53:86:59:5                       |
| JdkProxySource                                              | createProxy                          | usageTracking                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:53:14:53:24                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:53:86:59:5                       |
| JdkProxySource                                              | JdkProxySource                       | classLoader                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:45:12:45:25                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:45:87:49:5                       |
| JdkProxySource                                              | JdkProxySource                       | interfaces                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:45:12:45:25                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:45:87:49:5                       |
| ProxiedKeyedObjectPool                                      | returnObject                         | key                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:106:17:106:28             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:106:75:108:5             |
| ProxiedKeyedObjectPool                                      | returnObject                         | proxy                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:106:17:106:28             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:106:75:108:5             |
| ProxiedKeyedObjectPool                                      | invalidateObject0                    | key                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:101:17:101:33             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:101:80:103:5             |
| ProxiedKeyedObjectPool                                      | invalidateObject0                    | proxy                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:101:17:101:33             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:101:80:103:5             |
| ProxiedKeyedObjectPool                                      | getNumIdle1                          | key                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:96:16:96:26               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:96:41:98:5               |
| ProxiedKeyedObjectPool                                      | getNumActive1                        | key                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:88:16:88:28               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:88:43:90:5               |
| ProxiedKeyedObjectPool                                      | clear1                               | key                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:75:17:75:22               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:75:85:77:5               |
| ProxiedKeyedObjectPool                                      | borrowObject                         | key                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:62:14:62:25               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:63:77:69:5               |
| ProxiedKeyedObjectPool                                      | addObject                            | key                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:55:17:55:25               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:56:84:58:5               |
| ProxiedKeyedObjectPool                                      | ProxiedKeyedObjectPool               | pool                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:48:12:48:33               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:49:81:52:5               |
| ProxiedKeyedObjectPool                                      | ProxiedKeyedObjectPool               | proxySource                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:48:12:48:33               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedKeyedObjectPool.java:49:81:52:5               |
| ProxiedObjectPool                                           | returnObject                         | proxy                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:93:17:93:28                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:93:62:95:5                    |
| ProxiedObjectPool                                           | invalidateObject0                    | proxy                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:88:17:88:33                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:88:67:90:5                    |
| ProxiedObjectPool                                           | ProxiedObjectPool                    | pool                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:47:12:47:28                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:47:90:50:5                    |
| ProxiedObjectPool                                           | ProxiedObjectPool                    | proxySource                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:47:12:47:28                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/proxy/ProxiedObjectPool.java:47:90:50:5                    |
| new Consumer<PooledObject<T>>(...) { ... }                  | accept                               | pooledObject                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:385:25:394:25               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:385:41:394:25              |
| new Consumer<Thread>(...) { ... }                           | accept                               | p0                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/impl/InterruptibleReentrantLock.java:54:46:54:62            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/impl/InterruptibleReentrantLock.java:54:46:54:62           |
| new Function<Class<?>,WeakReference<Class<?>>>(...) { ... } | apply                                | referent                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:50:54:50:71              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/impl/SecurityManagerCallStack.java:50:54:50:71             |
| new Predicate<MethodCall>(...) { ... }                      | test                                 | call                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestObjectPool.java:35:24:35:69                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestObjectPool.java:35:32:35:69                            |
| new InvocationHandler(...) { ... }                          | invoke                               | arg0                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:291:64:291:89                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:291:86:291:89                           |
| new InvocationHandler(...) { ... }                          | invoke                               | arg1                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:291:64:291:89                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:291:86:291:89                           |
| new InvocationHandler(...) { ... }                          | invoke                               | arg2                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:291:64:291:89                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:291:86:291:89                           |
| new InvocationHandler(...) { ... }                          | invoke                               | arg0                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:305:69:305:94                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:305:91:305:94                           |
| new InvocationHandler(...) { ... }                          | invoke                               | arg1                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:305:69:305:94                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:305:91:305:94                           |
| new InvocationHandler(...) { ... }                          | invoke                               | arg2                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:305:69:305:94                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:305:91:305:94                           |
| BaseKeyedPooledObjectFactory | wrap              | value       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:106:37:106:40 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:106:37:106:40 |
| BaseKeyedPooledObjectFactory | create            | key         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:57:23:57:28   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:57:23:57:28   |
| BaseObjectPool               | returnObject      | obj         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseObjectPool.java:115:26:115:37               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseObjectPool.java:115:26:115:37               |
| BaseObjectPool               | invalidateObject0 | obj         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseObjectPool.java:103:26:103:42               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BaseObjectPool.java:103:26:103:42               |
| BasePooledObjectFactory      | wrap              | obj         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BasePooledObjectFactory.java:95:37:95:40        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/BasePooledObjectFactory.java:95:37:95:40        |
| TestObjectPool               | makeEmptyPool     | factory     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestObjectPool.java:62:43:62:55                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestObjectPool.java:62:43:62:55                 |
| TestKeyedObjectPool          | makeKey           | n           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:192:31:192:37          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:192:31:192:37          |
| TestKeyedObjectPool          | makeEmptyPool1    | factory     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:189:56:189:69          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:189:56:189:69          |
| TestKeyedObjectPool          | makeEmptyPool0    | minCapacity | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:179:56:179:69          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:179:56:179:69          |
| TestKeyedObjectPool          | getNthObject      | key         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:165:31:165:42          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:165:31:165:42          |
| TestKeyedObjectPool          | getNthObject      | n           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:165:31:165:42          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/test/java/org/apache/commons/pool2/TestKeyedObjectPool.java:165:31:165:42          |
| AbstractItr                  | nextNode          | n           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/impl/LinkedBlockingDeque.java:154:26:154:33     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/impl/LinkedBlockingDeque.java:154:26:154:33     |
| KeyedPooledObjectFactory   | validateObject     | key           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:139:13:139:26           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:139:13:139:26           |
| KeyedPooledObjectFactory   | validateObject     | p             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:139:13:139:26           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:139:13:139:26           |
| KeyedPooledObjectFactory   | passivateObject    | key           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:129:10:129:24           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:129:10:129:24           |
| KeyedPooledObjectFactory   | passivateObject    | p             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:129:10:129:24           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:129:10:129:24           |
| KeyedPooledObjectFactory   | makeObject         | key           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:118:21:118:30           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:118:21:118:30           |
| KeyedPooledObjectFactory   | destroyObject0     | key           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:89:10:89:23             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:89:10:89:23             |
| KeyedPooledObjectFactory   | destroyObject0     | p             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:89:10:89:23             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:89:10:89:23             |
| KeyedPooledObjectFactory   | activateObject     | key           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:71:10:71:23             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:71:10:71:23             |
| KeyedPooledObjectFactory   | activateObject     | p             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:71:10:71:23             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/KeyedPooledObjectFactory.java:71:10:71:23             |
| PooledObject               | setLogAbandoned    | logAbandoned  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/PooledObject.java:282:10:282:24                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/PooledObject.java:282:10:282:24                       |
| PooledObject               | printStackTrace    | writer        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/PooledObject.java:274:10:274:24                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/PooledObject.java:274:10:274:24                       |
| PooledObject               | equals             | obj           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/PooledObject.java:75:13:75:18                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/PooledObject.java:75:13:75:18                         |
| PooledObject               | endEvictionTest    | idleQueue     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/PooledObject.java:72:13:72:27                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-pool/src/main/java/org/apache/commons/pool2/PooledObject.java:72:13:72:27                         |
